nx,ny,steps,mlups_run1,mlups_run2,mlups_run3,mlups_median,elapsed_run1,elapsed_run2,elapsed_run3,elapsed_median,all_checks_ok
128,128,5000,24.93027462174992,22.11913763254083,7.367623307464822,22.11913763254083,3.285964605,3.7035801920000004,11.11891808,3.7035801920000004,True
256,256,5000,47.15626602882935,49.591678347354794,25.571476386564328,47.15626602882935,6.948811422,6.607560198000001,12.814277715000001,6.948811422,True
384,384,5000,53.52415150608148,56.97246758235665,36.57733165199611,53.52415150608148,13.774716259000002,12.940987661000001,20.156746452,13.774716259000002,True
512,512,5000,58.390990218889016,61.42823814999689,40.388367894808766,58.390990218889016,22.447298720000003,21.337418091,32.452908308000005,22.447298720000003,True
768,768,5000,42.1542994234281,60.85212213215407,49.24578814389268,49.24578814389268,69.96012364900001,48.46371657500001,59.885730560000006,59.885730560000006,True
1024,1024,5000,57.969631503848845,60.39667578882907,54.48303467466067,57.969631503848845,90.44183763100001,86.807426593,96.22958837200001,90.44183763100001,True
